preqc_genome_name,postqc_genome_name,sample_or_strain_name,genome_status,checkm2_postqc_Completeness,checkm2_postqc_Contamination,checkm2_postqc_Genome_Size,checkm2_preqc_Completeness,checkm2_preqc_Contamination,checkm2_preqc_Genome_Size,gtdbtk_classification,gtdbtk_closest_genome_reference,gunc_postqc_n_contigs,gunc_postqc_pass.GUNC,gunc_preqc_n_contigs,gunc_preqc_pass.GUNC
SRR30598651_bin.11.orig.fa,cleaned_SRR30598651_bin.11.orig_filtered_kept_contigs.fa,SRR30598651,MAG,100,0.01,4580203,100,0.01,4640469,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,100,TRUE,106,TRUE
SRR30598651_bin.12.orig.fa,cleaned_SRR30598651_bin.12.orig_filtered_kept_contigs.fa,SRR30598651,MAG,99.98,1.45,4970888,99.98,1.45,4970888,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,GCF_000012845.1,76,TRUE,76,TRUE
SRR30598651_bin.14.permissive.fa,cleaned_SRR30598651_bin.14.permissive_filtered_kept_contigs.fa,SRR30598651,MAG,99.92,1.91,3838089,99.96,1.93,3868270,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum,GCA_012317185.1,125,TRUE,150,TRUE
SRR30598651_bin.15.orig.fa,cleaned_SRR30598651_bin.15.orig_filtered_kept_contigs.fa,SRR30598651,MAG,99.8,0.29,2129299,99.84,0.3,2132025,d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp022722495,GCA_022743185.1,109,TRUE,110,TRUE
SRR30598651_bin.16.strict.fa,cleaned_SRR30598651_bin.16.strict_filtered_kept_contigs.fa,SRR30598651,MAG,99.5,0.04,2884813,99.45,0.05,2906599,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975,GCF_019052365.1,70,TRUE,95,TRUE
SRR30598651_bin.17.permissive.fa,cleaned_SRR30598651_bin.17.permissive_filtered_kept_contigs.fa,SRR30598651,MAG,95.23,0.01,1630696,95.57,0.03,1679303,d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus micronuciformis,GCF_000165735.1,80,TRUE,89,TRUE
SRR30598651_bin.18.strict.fa,cleaned_SRR30598651_bin.18.strict_filtered_kept_contigs.fa,SRR30598651,MAG,92.58,0.33,1915528,92.79,0.34,1924493,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Paratractidigestivibacter;s__Paratractidigestivibacter faecalis,GCF_003416765.1,44,TRUE,55,TRUE
SRR30598651_bin.19.orig.fa,cleaned_SRR30598651_bin.19.orig_filtered_kept_contigs.fa,SRR30598651,MAG,95.89,1.36,1796692,95.9,1.36,1803912,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BC,GCF_000185265.1,254,TRUE,257,TRUE
SRR30598651_bin.2.strict.fa,cleaned_SRR30598651_bin.2.strict_filtered_kept_contigs.fa,SRR30598651,MAG,98.57,0.69,4549013,99.65,0.67,4672790,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,GCF_964248265.1,114,TRUE,149,FALSE
SRR30598651_bin.21.strict.fa,cleaned_SRR30598651_bin.21.strict_filtered_kept_contigs.fa,SRR30598651,MAG,97.8,0.63,6194672,97.78,0.56,6282459,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,GCF_000011065.1,76,TRUE,125,TRUE
SRR30598651_bin.22.strict.fa,cleaned_SRR30598651_bin.22.strict_filtered_kept_contigs.fa,SRR30598651,MAG,96.83,0.25,2778582,97.96,1.31,2814019,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella timonensis,GCF_900106785.1,274,TRUE,285,TRUE
SRR30598651_bin.3.strict.fa,cleaned_SRR30598651_bin.3.strict_filtered_kept_contigs.fa,SRR30598651,MAG,100,0.8,2755067,100,0.8,2802337,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium,GCF_029023785.1,135,TRUE,172,TRUE
SRR30598651_bin.5.orig.fa,cleaned_SRR30598651_bin.5.orig_filtered_kept_contigs.fa,SRR30598651,MAG,92.09,0.5,1843128,92.09,0.5,1843128,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus mucosae,GCF_001436025.1,139,TRUE,139,TRUE
SRR30598651_bin.6.permissive.fa,cleaned_SRR30598651_bin.6.permissive_filtered_kept_contigs.fa,SRR30598651,MAG,90.4,0.91,2216425,99.94,1.41,2395536,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,,45,TRUE,77,TRUE
SRR30598651_bin.8.orig.fa,cleaned_SRR30598651_bin.8.orig_filtered_kept_contigs.fa,SRR30598651,MAG,99.98,0.48,3635926,99.98,0.48,3635926,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia faecicola,GCF_004123145.1,30,TRUE,30,TRUE
SRR30598653_bin.11.orig.fa,cleaned_SRR30598653_bin.11.orig_filtered_kept_contigs.fa,SRR30598653,MAG,97.76,0.2,2826775,97.98,0.2,2881261,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066785,GCA_003478035.1,115,TRUE,117,TRUE
SRR30598653_bin.12.orig.fa,cleaned_SRR30598653_bin.12.orig_filtered_kept_contigs.fa,SRR30598653,MAG,97.6,1.1,2592911,97.6,1.1,2592911,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens,GCF_003096535.1,37,TRUE,37,TRUE
SRR30598653_bin.13.orig.fa,cleaned_SRR30598653_bin.13.orig_filtered_kept_contigs.fa,SRR30598653,MAG,96.82,1.12,2740259,96.82,1.12,2740259,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955,GCA_029983955.1,87,TRUE,87,TRUE
SRR30598653_bin.14.orig.fa,cleaned_SRR30598653_bin.14.orig_filtered_kept_contigs.fa,SRR30598653,MAG,98.98,0.07,2879924,99.18,0.07,2923086,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis,GCF_000296465.1,224,TRUE,231,FALSE
SRR30598653_bin.16.strict.fa,cleaned_SRR30598653_bin.16.strict_filtered_kept_contigs.fa,SRR30598653,MAG,96.24,0.3,4548336,98.67,1.25,4655894,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,GCF_000012845.1,380,TRUE,458,FALSE
SRR30598653_bin.17.orig.fa,cleaned_SRR30598653_bin.17.orig_filtered_kept_contigs.fa,SRR30598653,MAG,99.62,0.13,2225262,99.62,0.13,2225262,d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,GCF_003269275.1,18,TRUE,18,TRUE
SRR30598653_bin.19.orig.fa,cleaned_SRR30598653_bin.19.orig_filtered_kept_contigs.fa,SRR30598653,MAG,99.5,0.22,3505998,99.76,0.23,3517089,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp934191715,GCF_949820605.1,160,TRUE,161,TRUE
SRR30598653_bin.22.orig.fa,cleaned_SRR30598653_bin.22.orig_filtered_kept_contigs.fa,SRR30598653,MAG,99.95,1.72,2617632,99.97,2.01,2640304,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755,GCF_951793255.1,293,TRUE,296,TRUE
SRR30598653_bin.25.orig.fa,cleaned_SRR30598653_bin.25.orig_filtered_kept_contigs.fa,SRR30598653,MAG,99.14,1.24,3111472,99.14,1.26,3122588,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,GCF_000949455.1,105,TRUE,106,TRUE
SRR30598653_bin.26.orig.fa,cleaned_SRR30598653_bin.26.orig_filtered_kept_contigs.fa,SRR30598653,MAG,95.21,0.03,2765101,95.21,0.03,2765101,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus,GCF_008121495.1,42,TRUE,42,TRUE
SRR30598653_bin.28.orig.fa,cleaned_SRR30598653_bin.28.orig_filtered_kept_contigs.fa,SRR30598653,MAG,92.48,0.36,2047748,92.75,0.35,2054736,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp000431835,GCA_000431835.1,511,TRUE,516,TRUE
SRR30598653_bin.3.orig.fa,cleaned_SRR30598653_bin.3.orig_filtered_kept_contigs.fa,SRR30598653,MAG,99.85,0.86,2395895,99.85,0.86,2395895,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,,32,TRUE,32,TRUE
SRR30598653_bin.32.strict.fa,cleaned_SRR30598653_bin.32.strict_filtered_kept_contigs.fa,SRR30598653,MAG,99.92,0.3,4340061,99.96,0.3,4420589,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,147,TRUE,181,TRUE
SRR30598653_bin.33.orig.fa,cleaned_SRR30598653_bin.33.orig_filtered_kept_contigs.fa,SRR30598653,MAG,99.99,0.23,2702527,99.99,0.24,2723262,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,GCF_000020225.1,26,TRUE,27,TRUE
SRR30598653_bin.34.strict.fa,cleaned_SRR30598653_bin.34.strict_filtered_kept_contigs.fa,SRR30598653,MAG,99.74,1.03,2480733,99.84,1.02,2521745,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella parvirubra,GCF_000250875.1,119,TRUE,143,TRUE
SRR30598653_bin.35.orig.fa,cleaned_SRR30598653_bin.35.orig_filtered_kept_contigs.fa,SRR30598653,MAG,97.36,0.64,3703598,98.04,0.64,3723423,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae,GCF_025148125.1,124,TRUE,126,TRUE
SRR30598653_bin.37.orig.fa,cleaned_SRR30598653_bin.37.orig_filtered_kept_contigs.fa,SRR30598653,MAG,99.79,0.57,2273034,99.8,0.57,2279582,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia sp003474385,GCF_003474385.1,44,TRUE,46,TRUE
SRR30598653_bin.38.strict.fa,cleaned_SRR30598653_bin.38.strict_filtered_kept_contigs.fa,SRR30598653,MAG,99.68,0.07,1544524,99.78,1.48,1565829,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni,GCF_001457695.1,198,TRUE,216,TRUE
SRR30598653_bin.4.orig.fa,cleaned_SRR30598653_bin.4.orig_filtered_kept_contigs.fa,SRR30598653,MAG,95.57,0.99,1732372,95.18,0.99,1736359,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__51-20 sp001917175,GCA_001917175.1,189,TRUE,190,TRUE
SRR30598653_bin.41.orig.fa,cleaned_SRR30598653_bin.41.orig_filtered_kept_contigs.fa,SRR30598653,MAG,99.98,0.2,2362920,99.98,0.2,2369179,d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp022722495,GCA_022743185.1,93,TRUE,95,TRUE
SRR30598653_bin.42.orig.fa,cleaned_SRR30598653_bin.42.orig_filtered_kept_contigs.fa,SRR30598653,MAG,95.17,0.12,4585672,95.17,0.12,4585672,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis,GCF_040094755.1,72,TRUE,72,TRUE
SRR30598653_bin.43.orig.fa,cleaned_SRR30598653_bin.43.orig_filtered_kept_contigs.fa,SRR30598653,MAG,99.82,0.84,3679574,99.82,0.84,3679574,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis,GCF_900537995.1,50,TRUE,50,TRUE
SRR30598653_bin.51.orig.fa,cleaned_SRR30598653_bin.51.orig_filtered_kept_contigs.fa,SRR30598653,MAG,95.8,2.18,1967657,95.8,2.18,1967657,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter faecis_A,GCF_014287875.1,276,TRUE,276,TRUE
SRR30598653_bin.53.strict.fa,cleaned_SRR30598653_bin.53.strict_filtered_kept_contigs.fa,SRR30598653,MAG,95.87,4.16,2908225,95.68,7.91,3261929,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa,GCF_014131695.1,276,TRUE,411,FALSE
SRR30598653_bin.8.orig.fa,cleaned_SRR30598653_bin.8.orig_filtered_kept_contigs.fa,SRR30598653,MAG,98.33,1.11,3442837,98.33,1.11,3442837,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium sp934292725,GCA_934292725.1,77,TRUE,77,TRUE
SRR30598653_bin.9.orig.fa,cleaned_SRR30598653_bin.9.orig_filtered_kept_contigs.fa,SRR30598653,MAG,93.68,0.62,3599593,93.26,0.68,3687920,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus,GCF_000190535.1,362,TRUE,377,TRUE
SRR30598654_bin.10.strict.fa,cleaned_SRR30598654_bin.10.strict_filtered_kept_contigs.fa,SRR30598654,MAG,96.37,0.13,1837803,96.37,0.17,1858008,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900539325,GCF_900539325.1,50,TRUE,74,FALSE
SRR30598654_bin.11.orig.fa,cleaned_SRR30598654_bin.11.orig_filtered_kept_contigs.fa,SRR30598654,MAG,90.37,0.56,1381942,90.79,0.53,1409242,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp934271715,GCA_934271715.1,325,TRUE,334,TRUE
SRR30598654_bin.13.orig.fa,cleaned_SRR30598654_bin.13.orig_filtered_kept_contigs.fa,SRR30598654,MAG,90.16,1.33,2083625,90.42,1.24,2122620,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia sp934636665,GCF_934636665.1,109,TRUE,113,FALSE
SRR30598654_bin.16.orig.fa,cleaned_SRR30598654_bin.16.orig_filtered_kept_contigs.fa,SRR30598654,MAG,90.57,1.39,2684476,90.57,1.39,2684476,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp900548315,GCA_900548315.1,161,TRUE,161,TRUE
SRR30598654_bin.19.strict.fa,cleaned_SRR30598654_bin.19.strict_filtered_kept_contigs.fa,SRR30598654,MAG,99.92,0.56,1783892,100,0.94,1860360,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis,GCF_000156655.1,133,TRUE,193,FALSE
SRR30598654_bin.21.orig.fa,cleaned_SRR30598654_bin.21.orig_filtered_kept_contigs.fa,SRR30598654,MAG,98.15,0.93,1925053,98.43,0.91,1977528,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai_A,GCF_025148785.1,287,TRUE,297,TRUE
SRR30598654_bin.24.orig.fa,cleaned_SRR30598654_bin.24.orig_filtered_kept_contigs.fa,SRR30598654,MAG,99.99,0.31,3069355,99.99,0.32,3092731,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii,GCF_000265365.1,71,TRUE,74,TRUE
SRR30598654_bin.25.orig.fa,cleaned_SRR30598654_bin.25.orig_filtered_kept_contigs.fa,SRR30598654,MAG,98.3,1.18,2937009,98.3,1.18,2937009,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus,GCF_000468015.1,162,TRUE,162,TRUE
SRR30598654_bin.28.orig.fa,cleaned_SRR30598654_bin.28.orig_filtered_kept_contigs.fa,SRR30598654,MAG,99.65,0.14,3095632,99.65,0.14,3099802,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris,GCA_003481745.1,83,TRUE,84,TRUE
SRR30598654_bin.3.strict.fa,cleaned_SRR30598654_bin.3.strict_filtered_kept_contigs.fa,SRR30598654,MAG,92.23,1.75,1931350,91.69,1.72,1966573,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900544255,GCA_900544255.1,353,TRUE,385,TRUE
SRR30598654_bin.33.orig.fa,cleaned_SRR30598654_bin.33.orig_filtered_kept_contigs.fa,SRR30598654,MAG,99.94,0.17,2538272,99.94,0.17,2538272,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795,GCA_022009815.1,55,TRUE,55,TRUE
SRR30598654_bin.34.orig.fa,cleaned_SRR30598654_bin.34.orig_filtered_kept_contigs.fa,SRR30598654,MAG,99.05,1.33,2578312,99.05,1.33,2578312,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea,GCF_000235885.1,102,TRUE,102,TRUE
SRR30598654_bin.35.orig.fa,cleaned_SRR30598654_bin.35.orig_filtered_kept_contigs.fa,SRR30598654,MAG,90.09,1.28,2080604,89.6,1.58,2105319,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinalis,GCF_014288065.1,59,TRUE,62,TRUE
SRR30598654_bin.44.orig.fa,cleaned_SRR30598654_bin.44.orig_filtered_kept_contigs.fa,SRR30598654,MAG,99.51,0.1,2963762,99.51,0.1,2963762,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625,GCF_002265625.1,80,TRUE,80,TRUE
SRR30598654_bin.50.orig.fa,cleaned_SRR30598654_bin.50.orig_filtered_kept_contigs.fa,SRR30598654,MAG,93.03,0.32,2127654,93.16,0.3,2164051,d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_B,GCF_958453765.1,44,TRUE,46,TRUE
SRR30598654_bin.51.strict.fa,cleaned_SRR30598654_bin.51.strict_filtered_kept_contigs.fa,SRR30598654,MAG,97.7,0.28,1541839,97.92,0.3,1545105,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__Avelusimicrobium sp900541355,GCA_900541355.1,24,TRUE,28,TRUE
SRR30598654_bin.57.orig.fa,cleaned_SRR30598654_bin.57.orig_filtered_kept_contigs.fa,SRR30598654,MAG,91.73,0.22,2498195,91.9,0.23,2514223,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium sp934292725,GCA_934292725.1,226,TRUE,230,TRUE
SRR30598654_bin.59.strict.fa,cleaned_SRR30598654_bin.59.strict_filtered_kept_contigs.fa,SRR30598654,MAG,94.47,0.07,2985240,98.07,0.76,3020452,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella timonensis,GCF_900106785.1,126,TRUE,175,FALSE
SRR30598654_bin.6.orig.fa,cleaned_SRR30598654_bin.6.orig_filtered_kept_contigs.fa,SRR30598654,MAG,99.89,0.09,2763000,99.97,0.05,2803442,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis,GCF_000020605.1,45,TRUE,47,TRUE
SRR30598654_bin.9.strict.fa,cleaned_SRR30598654_bin.9.strict_filtered_kept_contigs.fa,SRR30598654,MAG,93.23,0.99,2172727,93.29,2.7,2260518,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549055,GCA_900549055.1,515,TRUE,592,TRUE
SRR30598656_bin.12.strict.fa,cleaned_SRR30598656_bin.12.strict_filtered_kept_contigs.fa,SRR30598656,MAG,99.97,0.19,3282442,99.99,0.45,3410533,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta,GCF_000024265.1,62,TRUE,113,FALSE
SRR30598656_bin.14.orig.fa,cleaned_SRR30598656_bin.14.orig_filtered_kept_contigs.fa,SRR30598656,MAG,97.69,0.04,1844867,98.71,0.07,1959500,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola,GCF_018408575.1,82,TRUE,86,TRUE
SRR30598656_bin.15.strict.fa,cleaned_SRR30598656_bin.15.strict_filtered_kept_contigs.fa,SRR30598656,MAG,99.81,0.21,2338612,99.87,0.2,2356609,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia sp003474385,GCF_003474385.1,24,TRUE,48,TRUE
SRR30598656_bin.18.orig.fa,cleaned_SRR30598656_bin.18.orig_filtered_kept_contigs.fa,SRR30598656,MAG,99.95,0.11,1832983,99.98,0.44,1909609,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius,GCF_001435955.1,35,TRUE,39,FALSE
SRR30598656_bin.20.orig.fa,cleaned_SRR30598656_bin.20.orig_filtered_kept_contigs.fa,SRR30598656,MAG,96.33,1.07,3093109,96.33,1.17,3121333,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,GCF_000949455.1,54,TRUE,58,TRUE
SRR30598656_bin.25.strict.fa,cleaned_SRR30598656_bin.25.strict_filtered_kept_contigs.fa,SRR30598656,MAG,95.51,0.38,3679588,95.51,0.52,3722682,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Scatomonas;s__Scatomonas hejianensis,GCF_014337215.1,102,TRUE,123,TRUE
SRR30598656_bin.27.strict.fa,cleaned_SRR30598656_bin.27.strict_filtered_kept_contigs.fa,SRR30598656,MAG,94.98,0.13,2609684,95.29,0.19,2686104,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,GCF_000271405.2,82,TRUE,128,FALSE
SRR30598656_bin.28.permissive.fa,cleaned_SRR30598656_bin.28.permissive_filtered_kept_contigs.fa,SRR30598656,MAG,92.48,0.18,2066878,93.41,0.17,2125869,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Pseudoruminococcus_B;s__,,75,TRUE,107,TRUE
SRR30598656_bin.3.orig.fa,cleaned_SRR30598656_bin.3.orig_filtered_kept_contigs.fa,SRR30598656,MAG,90.47,0.06,3012315,90.47,0.06,3012315,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinihominis,GCF_040096655.1,60,TRUE,60,TRUE
SRR30598656_bin.30.orig.fa,cleaned_SRR30598656_bin.30.orig_filtered_kept_contigs.fa,SRR30598656,MAG,96.43,0.16,3149952,96.43,0.16,3149952,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp005848555,GCF_005848555.1,47,TRUE,47,TRUE
SRR30598656_bin.31.orig.fa,cleaned_SRR30598656_bin.31.orig_filtered_kept_contigs.fa,SRR30598656,MAG,99.99,0.02,5198133,99.99,0.02,5268908,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,58,TRUE,59,TRUE
SRR30598656_bin.32.orig.fa,cleaned_SRR30598656_bin.32.orig_filtered_kept_contigs.fa,SRR30598656,MAG,99.97,0.78,2162608,99.97,0.78,2164928,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus oris,GCF_001434465.1,76,TRUE,77,TRUE
SRR30598656_bin.33.orig.fa,cleaned_SRR30598656_bin.33.orig_filtered_kept_contigs.fa,SRR30598656,MAG,97.56,0.05,2118030,97.56,0.05,2118030,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum intestinigallinarum,GCA_019119515.1,100,TRUE,100,TRUE
SRR30598656_bin.4.strict.fa,cleaned_SRR30598656_bin.4.strict_filtered_kept_contigs.fa,SRR30598656,MAG,96.13,0.5,2339909,99.88,0.54,2432365,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,,16,TRUE,68,TRUE
