"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis"	"sick"	"SM"	"sickSM"	-2.30098637162915	0	2.94401814812701	0.434461311222178	0.570983349868707	0.0106263512954416	0.0286968310384919	NA	"prevalence"	37	34
"PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)"	"sick"	"SM"	"sickSM"	-2.30098637162914	0	2.944018148127	0.434461311222179	0.570983349868707	0.281702298880415	0.399605789142162	NA	"prevalence"	37	34
"PWY1G-0: mycothiol biosynthesis"	"sick"	"SM"	"sickSM"	-2.30098637162915	0	2.94401814812702	0.43446131122218	0.570983349868707	0.163029659857207	0.261365010247268	NA	"prevalence"	37	34
"PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)"	"sick"	"SM"	"sickSM"	-2.30098637162915	0	2.94401814812701	0.434461311222179	0.570983349868707	0.680165991495463	0.732374894893835	NA	"prevalence"	37	34
"PWY-7254: TCA cycle VII (acetate-producers)"	"sick"	"SM"	"sickSM"	1.00909152899258	0	1.33288446107946	0.449005818139565	0.583625478422725	0.575649727081092	0.64314847826538	NA	"prevalence"	37	35
"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	"sick"	"SM"	"sickSM"	1.00909152899258	0	1.33288446107945	0.449005818139563	0.583625478422725	0.438533406946826	0.559240834616533	NA	"prevalence"	37	35
"PWY-8182: valproate &beta;-oxidation"	"sick"	"SM"	"sickSM"	-1.00909152899258	0	1.33288446107945	0.449005818139565	0.583625478422725	0.449005818139565	0.567555294926169	NA	"prevalence"	37	2
"THREOCAT-PWY: superpathway of L-threonine metabolism"	"sick"	"SM"	"sickSM"	1.00909152899258	0	1.33288446107945	0.449005818139564	0.583625478422725	0.381000853965293	0.507666045521036	NA	"prevalence"	37	35
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)"	"sick"	"SM"	"sickSM"	0.142002867254086	0.575662398280218	0.571190092426615	0.454750710702837	0.588939445008593	0.702703212520939	0.753429134443894	NA	"abundance"	37	36
"PWY-7345: superpathway of anaerobic sucrose degradation"	"sick"	"SM"	"sickSM"	0.740281062233352	0.575662398280218	0.203835862554045	0.454252485552514	0.588939445008593	0.454252485552514	0.572063604000048	NA	"abundance"	37	37
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)"	"sick"	"SM"	"sickSM"	0.3241557927525	0.575662398280218	0.327426047254046	0.458321035152084	0.591494611329473	0.458321035152084	0.57440620478438	NA	"abundance"	37	37
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II"	"sick"	"SM"	"sickSM"	0.7180533420202	0.575662398280218	0.174229403595425	0.458387525798228	0.591494611329473	0.458387525798228	0.57440620478438	NA	"abundance"	37	37
"HISDEG-PWY: L-histidine degradation I"	"sick"	"SM"	"sickSM"	0.93998269525409	0.575662398280218	0.487052071411817	0.46367596267808	0.595539896633256	0.46367596267808	0.578795300718273	NA	"abundance"	37	37
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)"	"sick"	"SM"	"sickSM"	-0.106638320509029	0.575662398280218	0.917868201170503	0.463321838600279	0.595539896633256	0.551563551154414	0.626999588224563	NA	"abundance"	37	32
"PWY-7031: protein N-glycosylation (bacterial)"	"sick"	"SM"	"sickSM"	1.61790036516495	0.575662398280218	1.36382255877462	0.464035306237446	0.595539896633256	0.712741847040011	0.762573374481368	NA	"abundance"	37	11
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)"	"sick"	"SM"	"sickSM"	0.924836468212585	0.575662398280218	0.469282833821043	0.465328499191324	0.596123536801858	0.465328499191324	0.578795300718273	NA	"abundance"	37	37
"PWY-5055: nicotinate degradation III"	"sick"	"SM"	"sickSM"	1.02927783310702	0.575662398280218	0.595566121221975	0.467516087943893	0.597848810302352	0.126811484811641	0.211352474686068	NA	"abundance"	37	11
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I"	"sick"	"SM"	"sickSM"	0.88277261304046	0.575662398280218	0.414973501914332	0.470088686040135	0.600059346094319	0.470088686040135	0.580427350734152	NA	"abundance"	37	37
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"	"sick"	"SM"	"sickSM"	1.2017511971812	0.575662398280218	0.877685507872533	0.481320142009394	0.61288107103477	0.730971204914845	0.778777338569613	NA	"abundance"	37	34
"PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)"	"sick"	"SM"	"sickSM"	-0.197679322535873	0.575662398280218	1.08419841190389	0.481857269632118	0.61288107103477	0.642984878108608	0.701311800096862	NA	"abundance"	37	29
"PWY-5972: stearate biosynthesis I (animals)"	"sick"	"SM"	"sickSM"	1.17717001055919	0.575662398280218	0.850808053787125	0.485079573926284	0.61535260277237	0.680165991495463	0.732374894893835	NA	"abundance"	37	34
"PWY-6281: L-selenocysteine biosynthesis II (archaea and eukaryotes)"	"sick"	"SM"	"sickSM"	0.0456989313172224	0.575662398280218	0.501667992966664	0.48553137855879	0.61535260277237	0.241849824917594	0.360277762782847	NA	"abundance"	37	3
"PWY-6607: guanosine nucleotides degradation I"	"sick"	"SM"	"sickSM"	0.18240785492861	0.575662398280218	0.592293360737367	0.512835458612186	0.625601904766427	0.762670709614401	0.807439640157804	NA	"abundance"	37	36
"PWY-6992: 1,5-anhydrofructose degradation"	"sick"	"SM"	"sickSM"	-0.0268292704278834	0.575662398280218	0.910052972492408	0.514140106371526	0.625601904766427	0.514140106371526	0.606859429615161	NA	"abundance"	37	37
"CENTFERM-PWY: pyruvate fermentation to butanoate"	"sick"	"SM"	"sickSM"	-1.91136234160025	0	2.96482775505556	0.51913519523515	0.625601904766427	0.00720508302961676	0.020673675738389	NA	"prevalence"	37	35
"METHANOGENESIS-PWY: methanogenesis from H2 and CO2"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.519135195235147	0.606859429615161	NA	"prevalence"	37	2
"P124-PWY: Bifidobacterium shunt"	"sick"	"SM"	"sickSM"	-1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.105772044398432	0.184826582772346	NA	"prevalence"	37	35
"P164-PWY: purine nucleobases degradation I (anaerobic)"	"sick"	"SM"	"sickSM"	-1.91136234160025	0	2.96482775505556	0.51913519523515	0.625601904766427	0.063163281962664	0.121283107951123	NA	"prevalence"	37	35
"PWY-5005: biotin biosynthesis II"	"sick"	"SM"	"sickSM"	-1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.237463013688264	0.357966632574846	NA	"prevalence"	37	35
"PWY-5130: 2-oxobutanoate degradation I"	"sick"	"SM"	"sickSM"	-1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.533819371476388	0.615476672592639	NA	"prevalence"	37	35
"PWY-5690: TCA cycle II (plants and fungi)"	"sick"	"SM"	"sickSM"	-1.91136234160025	0	2.96482775505556	0.51913519523515	0.625601904766427	0.036133211756312	0.0772163062024531	NA	"prevalence"	37	35
"PWY-6167: flavin biosynthesis II (archaea)"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.519135195235147	0.606859429615161	NA	"prevalence"	37	2
"PWY-6349: CDP-archaeol biosynthesis"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.519135195235147	0.606859429615161	NA	"prevalence"	37	2
"PWY-6350: archaetidylinositol biosynthesis"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.519135195235147	0.606859429615161	NA	"prevalence"	37	2
"PWY-6421: arsenate detoxification IV (mycothiol)"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.519135195235147	0.606859429615161	NA	"prevalence"	37	2
"PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation"	"sick"	"SM"	"sickSM"	-1.91136234160025	0	2.96482775505556	0.51913519523515	0.625601904766427	0.00734863254515633	0.0208486485129435	NA	"prevalence"	37	35
"PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)"	"sick"	"SM"	"sickSM"	1.91136234160027	0	2.96482775505555	0.519135195235145	0.625601904766427	0.519135195235145	0.606859429615161	NA	"prevalence"	37	2
"PWY-6920: 6-gingerol analog biosynthesis (engineered)"	"sick"	"SM"	"sickSM"	-0.534151743403509	0	0.789604615321954	0.498735929305793	0.625601904766427	0.162479790576804	0.261313038984987	NA	"prevalence"	37	21
"PWY-6981: chitin biosynthesis"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.519135195235147	0.606859429615161	NA	"prevalence"	37	2
"PWY-7009: 2,2'-dihydroxybiphenyl degradation"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505556	0.519135195235148	0.625601904766427	0.519135195235148	0.606859429615161	NA	"prevalence"	37	2
"PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.519135195235147	0.606859429615161	NA	"prevalence"	37	2
"PWY-7337: 10-cis-heptadecenoyl-CoA degradation (yeast)"	"sick"	"SM"	"sickSM"	1.91136234160027	0	2.96482775505555	0.519135195235145	0.625601904766427	0.519135195235145	0.606859429615161	NA	"prevalence"	37	2
"PWY-7338: 10-trans-heptadecenoyl-CoA degradation (reductase-dependent, yeast)"	"sick"	"SM"	"sickSM"	1.91136234160027	0	2.96482775505555	0.519135195235145	0.625601904766427	0.519135195235145	0.606859429615161	NA	"prevalence"	37	2
"PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505555	0.519135195235148	0.625601904766427	0.519135195235148	0.606859429615161	NA	"prevalence"	37	2
"PWY-7511: protein ubiquitination"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505556	0.519135195235147	0.625601904766427	0.519135195235147	0.606859429615161	NA	"prevalence"	37	2
"PWY-8113: 3PG-factor 420 biosynthesis"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.519135195235147	0.606859429615161	NA	"prevalence"	37	2
"PWY-8173: anteiso-branched-chain fatty acid biosynthesis"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505556	0.519135195235148	0.625601904766427	0.519135195235148	0.606859429615161	NA	"prevalence"	37	2
"PWY-8174: odd iso-branched-chain fatty acid biosynthesis"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505556	0.519135195235148	0.625601904766427	0.519135195235148	0.606859429615161	NA	"prevalence"	37	2
"PWY-8175: even iso-branched-chain fatty acid biosynthesis"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505556	0.519135195235148	0.625601904766427	0.519135195235148	0.606859429615161	NA	"prevalence"	37	2
"PWY3DJ-12: ceramide de novo biosynthesis"	"sick"	"SM"	"sickSM"	1.91136234160026	0	2.96482775505554	0.519135195235146	0.625601904766427	0.519135195235146	0.606859429615161	NA	"prevalence"	37	2
"RUMP-PWY: formaldehyde oxidation I"	"sick"	"SM"	"sickSM"	-1.91136234160026	0	2.96482775505555	0.519135195235147	0.625601904766427	0.116933594993454	0.197655237135882	NA	"prevalence"	37	35
"PWY66-409: superpathway of purine nucleotide salvage"	"sick"	"SM"	"sickSM"	0.733699901963868	0.575662398280218	0.235783489673819	0.52654109105633	0.633452987717514	0.52654109105633	0.614095267860154	NA	"abundance"	37	37
"PWY-6606: guanosine nucleotides degradation II"	"sick"	"SM"	"sickSM"	0.348248897866029	0.575662398280218	0.351226896408712	0.528461564270443	0.634689480061293	0.528461564270443	0.61475217421862	NA	"abundance"	37	37
"PWY-7090: UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"	"sick"	"SM"	"sickSM"	-1.04987686550232	0.575662398280218	2.3968446498257	0.545957645160665	0.654459377574468	0.793845540011951	0.834222941645557	NA	"abundance"	37	5
"PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)"	"sick"	"SM"	"sickSM"	1.1566868079762	0.575662398280218	0.953403984995503	0.546763530631834	0.654459377574468	0.794576702834679	0.834222941645557	NA	"abundance"	37	33
"PWY-7197: pyrimidine deoxyribonucleotide phosphorylation"	"sick"	"SM"	"sickSM"	0.697287109929674	0.575662398280218	0.188237959570489	0.55226708052007	0.659935956722302	0.55226708052007	0.626999588224563	NA	"abundance"	37	37
"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)"	"sick"	"SM"	"sickSM"	0.484042859149767	0.575662398280218	0.133984016792782	0.559745534817498	0.665516848252911	0.559745534817498	0.628158877961858	NA	"abundance"	37	37
"PWY-6969: TCA cycle V (2-oxoglutarate synthase)"	"sick"	"SM"	"sickSM"	0.427133018826871	0.575662398280218	0.239898958525774	0.55812850325251	0.665516848252911	0.55812850325251	0.628158877961858	NA	"abundance"	37	37
"UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I"	"sick"	"SM"	"sickSM"	0.466649171501555	0.575662398280218	0.167753665714878	0.559228457246877	0.665516848252911	0.559228457246877	0.628158877961858	NA	"abundance"	37	37
"PWY-5022: 4-aminobutanoate degradation V"	"sick"	"SM"	"sickSM"	0.797606654692599	0.575662398280218	0.380023178846438	0.569260268362416	0.675699583982767	0.680165991495463	0.732374894893835	NA	"abundance"	37	34
"PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II"	"sick"	"SM"	"sickSM"	0.485203682539733	0	0.877488789817314	0.580300569907625	0.684235000338853	0.391227708054137	0.518556410937898	NA	"prevalence"	37	11
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II"	"sick"	"SM"	"sickSM"	-0.485203682539721	0	0.877488789817316	0.580300569907635	0.684235000338853	0.254667557327267	0.377146969062375	NA	"prevalence"	37	26
"PWY-7992: superpathway of menaquinol-8 biosynthesis III"	"sick"	"SM"	"sickSM"	-0.485203682539721	0	0.877488789817316	0.580300569907635	0.684235000338853	0.670759637658844	0.728459391435948	NA	"prevalence"	37	26
"UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II"	"sick"	"SM"	"sickSM"	0.485203682539733	0	0.877488789817314	0.580300569907625	0.684235000338853	0.467202241918102	0.579506847549409	NA	"prevalence"	37	11
"PWY-7000: kanamycin biosynthesis"	"sick"	"SM"	"sickSM"	-0.50606344163793	0	0.938706281757128	0.589812794867874	0.694299498594468	0.106844808879825	0.185417967300039	NA	"prevalence"	37	6
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I"	"sick"	"SM"	"sickSM"	0.669813042851657	0.575662398280218	0.157519577496171	0.595186687915353	0.69946733075672	0.595186687915353	0.663508338625283	NA	"abundance"	37	37
"PWY-922: mevalonate pathway I (eukaryotes and bacteria)"	"sick"	"SM"	"sickSM"	1.08331219434107	0.575662398280218	0.95416941182777	0.598360992716298	0.70203740234536	0.838686107828162	0.867902632076275	NA	"abundance"	37	34
"PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)"	"sick"	"SM"	"sickSM"	-0.681800503411286	0.575662398280218	2.34573180321663	0.60629249375699	0.710171273576969	0.432854251085264	0.555450537132154	NA	"abundance"	37	10
"PWY-5676: acetyl-CoA fermentation to butanoate II"	"sick"	"SM"	"sickSM"	0.279175000114072	0.575662398280218	0.573905428297093	0.610288329673552	0.713675990786012	0.610288329673552	0.675867558081456	NA	"abundance"	37	37
"LACTOSECAT-PWY: lactose and galactose degradation I"	"sick"	"SM"	"sickSM"	0.847154572312259	0.575662398280218	0.530976838009987	0.614329814069479	0.717222492288012	0.614329814069479	0.678854608545048	NA	"abundance"	37	37
"PWY-7315: dTDP-N-acetylthomosamine biosynthesis"	"sick"	"SM"	"sickSM"	0.32516055889454	0.575662398280218	0.497358539039905	0.619729726776732	0.719980123755321	0.619729726776732	0.683326445463427	NA	"abundance"	37	37
"PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)"	"sick"	"SM"	"sickSM"	-0.393463613006031	0	0.790913233852862	0.61885051631889	0.719980123755321	0.294179768192181	0.414262377799106	NA	"prevalence"	37	22
"PWY-7196: superpathway of pyrimidine ribonucleosides salvage"	"sick"	"SM"	"sickSM"	-0.39346361300601	0	0.790913233852862	0.618850516318909	0.719980123755321	0.0857658173239715	0.153045009712387	NA	"prevalence"	37	22
"P441-PWY: superpathway of N-acetylneuraminate degradation"	"sick"	"SM"	"sickSM"	0.714720052339542	0.575662398280218	0.269426137704253	0.621811586005858	0.721220289804511	0.621811586005858	0.684128215540215	NA	"abundance"	37	37
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle"	"sick"	"SM"	"sickSM"	0.0967751930261965	0.575662398280218	0.964553504121339	0.624035015448033	0.722620351764742	0.234543988684078	0.355689832689071	NA	"abundance"	37	28
"PWY-7399: methylphosphonate degradation II"	"sick"	"SM"	"sickSM"	1.09966080028536	0.575662398280218	1.07640654632994	0.633434565470014	0.732312156177528	0.632089378909178	0.693924209454641	NA	"abundance"	37	17
"PWY-6876: isopropanol biosynthesis (engineered)"	"sick"	"SM"	"sickSM"	0.891255498501519	0.575662398280218	0.670209904056594	0.641898729792238	0.736125279900122	0.551563551154419	0.626999588224563	NA	"abundance"	37	32
"PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis"	"sick"	"SM"	"sickSM"	1.09766598090303	0.575662398280218	1.08700837309093	0.655959460979553	0.736125279900122	0.875526529321145	0.902328361851384	NA	"abundance"	37	6
"PWY-7396: butanol and isobutanol biosynthesis (engineered)"	"sick"	"SM"	"sickSM"	0.0549939236467679	0.575662398280218	1.0886031584321	0.63913597119302	0.736125279900122	0.305538391517067	0.425060296738624	NA	"abundance"	37	20
"PWY66-367: ketogenesis"	"sick"	"SM"	"sickSM"	0.940336303854396	0.575662398280218	0.774323505495285	0.641586758364963	0.736125279900122	0.649335315140096	0.706711927038251	NA	"abundance"	37	32
"REDCITCYC: TCA cycle VI (Helicobacter)"	"sick"	"SM"	"sickSM"	0.366665491754146	0.575662398280218	0.442379414481055	0.642904485723843	0.736125279900122	0.642904485723843	0.701311800096862	NA	"abundance"	37	37
"P23-PWY: reductive TCA cycle I"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.0637586285100668	0.12196252802115	NA	"prevalence"	37	36
"P621-PWY: nylon-6 oligomer degradation"	"sick"	"SM"	"sickSM"	-0.510329644264067	0	1.11506868764154	0.64719202010321	0.736125279900122	0.365104368785124	0.496974949424495	NA	"prevalence"	37	31
"PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)"	"sick"	"SM"	"sickSM"	0.356547099262082	0	0.76002737792311	0.638980990421251	0.736125279900122	0.869665274722779	0.898120580235181	NA	"prevalence"	37	19
"PWY-4984: urea cycle"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.168230997398699	0.26632179838979	NA	"prevalence"	37	36
"PWY-5392: reductive TCA cycle II"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.468195631287443	0.579506847549409	NA	"prevalence"	37	36
"PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"	"sick"	"SM"	"sickSM"	-0.510329644264104	0	1.11506868764155	0.647192020103188	0.736125279900122	0.159453813331223	0.258920179203432	NA	"prevalence"	37	31
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.702703212520939	0.753429134443894	NA	"prevalence"	37	36
"PWY-6607: guanosine nucleotides degradation I"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.762670709614401	0.807439640157804	NA	"prevalence"	37	36
"PWY-6922: L-N&delta;-acetylornithine biosynthesis"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.0601828757727133	0.117344989441005	NA	"prevalence"	37	36
"PWY-7317: superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis"	"sick"	"SM"	"sickSM"	0.51032964426407	0	1.11506868764154	0.647192020103208	0.736125279900122	0.875526529321145	0.902328361851384	NA	"prevalence"	37	6
"PWY-7356: thiamine diphosphate salvage IV (yeast)"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.0201476141287328	0.0484502149286194	NA	"prevalence"	37	36
"PWY-7456: &beta;-(1,4)-mannan degradation"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.0450689268410656	0.092897175733625	NA	"prevalence"	37	36
"PWY66-399: gluconeogenesis III"	"sick"	"SM"	"sickSM"	-1.32864224201076	0	3.01560186438135	0.65951027186551	0.736125279900122	0.0133429758605383	0.0348354465161785	NA	"prevalence"	37	36
"PWY-5028: L-histidine degradation II"	"sick"	"SM"	"sickSM"	-0.211646194727357	0.575662398280218	1.81440254930448	0.670367682636958	0.747071194913601	0.224425410218222	0.342401305619953	NA	"abundance"	37	17
"PWY-822: fructan biosynthesis"	"sick"	"SM"	"sickSM"	0.183657176519854	0.575662398280218	0.931238136527064	0.6775527762565	0.753896751045965	0.347225799724639	0.476491926252561	NA	"abundance"	37	26
"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)"	"sick"	"SM"	"sickSM"	1.80835841533666	0.575662398280218	2.96305589612619	0.681992459944892	0.756469015633101	0.0248135025366789	0.0567005374706916	NA	"abundance"	37	20
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	"sick"	"SM"	"sickSM"	0.136521434472129	0.575662398280218	1.05818409922204	0.681007550685863	0.756469015633101	0.55156355115448	0.626999588224563	NA	"abundance"	37	32
"PWY-6143: CMP-pseudaminate biosynthesis"	"sick"	"SM"	"sickSM"	0.971214871561826	0.575662398280218	0.982341973767958	0.692773074031196	0.766522342771005	0.305538391517069	0.425060296738624	NA	"abundance"	37	17
"PWY0-1479: tRNA processing"	"sick"	"SM"	"sickSM"	0.760098590415861	0.575662398280218	0.45922342971471	0.693212189032006	0.766522342771005	0.693212189032006	0.744834373321623	NA	"abundance"	37	37
"CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate"	"sick"	"SM"	"sickSM"	-0.0847377598195662	0.575662398280218	1.66173790129498	0.696053116995123	0.76846858103033	0.0807663045015634	0.146189905997454	NA	"abundance"	37	20
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis"	"sick"	"SM"	"sickSM"	0.719842386815385	0.575662398280218	0.386464168934557	0.715306423692547	0.788500569372715	0.715306423692547	0.763699247282741	NA	"abundance"	37	37
"PWY66-430: myristate biosynthesis (mitochondria)"	"sick"	"SM"	"sickSM"	0.205405265426619	0.575662398280218	1.0444259135846	0.725242523859856	0.788583056623785	0.55156355115448	0.626999588224563	NA	"abundance"	37	32
"PWY-5198: factor 420 biosynthesis II (mycobacteria)"	"sick"	"SM"	"sickSM"	-0.426371445196099	0	1.21369622075716	0.72536331790711	0.788583056623785	0.529996565865705	0.61475217421862	NA	"prevalence"	37	3
"PWY-5209: methyl-coenzyme M oxidation to CO2"	"sick"	"SM"	"sickSM"	-0.426371445196099	0	1.21369622075716	0.72536331790711	0.788583056623785	0.553746170986445	0.626999588224563	NA	"prevalence"	37	3
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)"	"sick"	"SM"	"sickSM"	0.426371445196101	0	1.21369622075716	0.725363317907109	0.788583056623785	0.924574692849009	0.943252969472221	NA	"prevalence"	37	34
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"	"sick"	"SM"	"sickSM"	0.426371445196101	0	1.21369622075716	0.72536331790711	0.788583056623785	0.730971204914845	0.778777338569613	NA	"prevalence"	37	34
"PWY-6160: 3-dehydroquinate biosynthesis II (archaea)"	"sick"	"SM"	"sickSM"	-0.426371445196099	0	1.21369622075716	0.72536331790711	0.788583056623785	0.603836827280728	0.670192522586302	NA	"prevalence"	37	3
"PWY-6165: chorismate biosynthesis II (archaea)"	"sick"	"SM"	"sickSM"	-0.426371445196099	0	1.21369622075716	0.72536331790711	0.788583056623785	0.60030417984457	0.667739230884379	NA	"prevalence"	37	3
"PWY-8112: factor 420 biosynthesis I (archaea)"	"sick"	"SM"	"sickSM"	-0.426371445196099	0	1.21369622075716	0.72536331790711	0.788583056623785	0.464347911690765	0.578795300718273	NA	"prevalence"	37	3
"PWY-922: mevalonate pathway I (eukaryotes and bacteria)"	"sick"	"SM"	"sickSM"	0.426371445196101	0	1.21369622075716	0.72536331790711	0.788583056623785	0.838686107828162	0.867902632076275	NA	"prevalence"	37	34
"PWY-6641: superpathway of sulfolactate degradation"	"sick"	"SM"	"sickSM"	0.111454145602665	0.575662398280218	1.27703332968976	0.740056863346765	0.803328900518397	0.932429565706878	0.949348650568494	NA	"abundance"	37	5
"SALVADEHYPOX-PWY: adenosine nucleotides degradation II"	"sick"	"SM"	"sickSM"	0.712560363617089	0.575662398280218	0.410830824717862	0.743456838630394	0.805789347966784	0.743456838630394	0.790412007385998	NA	"abundance"	37	37
"PWY-6210: 2-aminophenol degradation"	"sick"	"SM"	"sickSM"	1.00805574644428	0.575662398280218	1.34655404507078	0.751951974049606	0.8137562458893	0.938472176822113	0.953578368803153	NA	"abundance"	37	18
"PWY-7883: anhydromuropeptides recycling II"	"sick"	"SM"	"sickSM"	0.740842357497898	0.575662398280218	0.522430671521396	0.754912587015798	0.815718616061144	0.754912587015798	0.800905160594492	NA	"abundance"	37	37
"PWY-5497: purine nucleobases degradation II (anaerobic)"	"sick"	"SM"	"sickSM"	0.667063842016503	0.575662398280218	0.299537744344695	0.768541616961158	0.829185265037	0.768541616961158	0.81195296352591	NA	"abundance"	37	37
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis"	"sick"	"SM"	"sickSM"	0.680556565809803	0.575662398280218	0.360117595362083	0.775593401093423	0.834261585744968	0.775593401093423	0.817692416601625	NA	"abundance"	37	37
"PWY-6210: 2-aminophenol degradation"	"sick"	"SM"	"sickSM"	0.217224427739467	0	0.759582669159155	0.774894472341197	0.834261585744968	0.938472176822113	0.953578368803153	NA	"prevalence"	37	18
"PWY-6396: superpathway of 2,3-butanediol biosynthesis"	"sick"	"SM"	"sickSM"	0.853276849961135	0.575662398280218	0.999453708727131	0.78355783127404	0.841555314253539	0.953152787597203	0.964613542558292	NA	"abundance"	37	25
"P163-PWY: L-lysine fermentation to acetate and butanoate"	"sick"	"SM"	"sickSM"	-0.206287462080224	0	0.763742340511576	0.787082661425531	0.841821181410613	0.638424866252133	0.699359126805482	NA	"prevalence"	37	15
"PWY-5994: palmitate biosynthesis (type I fatty acid synthase)"	"sick"	"SM"	"sickSM"	-0.21534565556674	0	0.807544379280533	0.789725355838074	0.841821181410613	0.429947065469146	0.555450537132154	NA	"prevalence"	37	11
